School ID,Metro Code,Apple Mac Code,PC Code,Poverty Level Code,Avg Household Income ,Title 1 Code,Software budget per head,Training Budget Per head,Lunch Program Eligible Students,Affluence Indicator
890427,S,NULL,NULL,NULL,M,NULL,NULL,NULL,0,4
890436,S,NULL,NULL,NULL,M,NULL,NULL,NULL,0,4
890448,S,H,H,B,M,A,D,A,234,3
890454,S,H,H,B,M,A,D,A,359,3
890460,S,H,H,B,O,A,D,A,191,4
890469,S,H,H,B,M,A,D,A,257,3
890490,S,H,H,B,O,A,D,A,239,4
890505,S,H,H,B,O,A,D,A,188,4
890511,S,H,H,B,O,A,D,A,243,4
890520,S,H,H,B,O,A,D,A,267,4
890529,S,H,H,B,O,A,D,A,309,4
890559,R,B,E,C,C,C,E,C,155,3
890589,T,E,G,C,J,B,E,D,249,2
890610,T,E,G,C,J,B,E,D,308,2
890634,U,E,H,B,N,A,D,A,106,4
890646,U,E,H,B,N,A,D,A,190,4
890652,U,E,H,B,N,A,D,A,146,4
890676,U,E,H,B,N,A,D,A,158,4
890745,S,H,H,B,N,B,D,A,218,2
890754,S,H,H,B,N,B,D,A,324,2
890769,S,H,H,B,N,B,D,A,136,2
890781,S,H,H,B,N,B,D,A,331,2
890883,S,H,F,B,P,A,E,D,149,3
890901,S,H,F,B,P,A,E,D,259,3
890955,S,H,F,B,P,A,E,D,138,3
890988,S,E,H,B,K,A,E,D,205,2
891000,R,E,H,B,M,A,E,D,155,4
891054,U,H,H,C,J,C,D,A,390,4
891105,U,H,H,C,K,C,D,A,76,3
891117,U,H,H,C,G,C,D,A,281,2
891141,U,H,H,C,G,C,D,A,335,2
891150,U,H,H,C,G,C,D,A,327,2
891168,U,H,H,C,G,C,D,A,400,2
891207,U,NULL,NULL,NULL,G,NULL,NULL,NULL,0,2
891213,U,H,H,C,G,C,D,A,472,2
891237,U,H,H,C,G,C,D,A,491,2
891243,U,H,H,C,H,C,D,A,436,2
891264,U,H,H,C,H,C,D,A,192,2
891270,U,H,H,C,H,C,D,A,229,2
891282,U,NULL,NULL,NULL,H,NULL,NULL,NULL,0,1
891294,U,H,H,C,H,C,D,A,393,2
891315,U,H,H,C,H,C,D,A,407,2
891336,U,H,H,C,M,C,D,A,134,5
891363,U,H,H,C,M,C,D,A,227,5
891372,U,H,H,C,M,C,D,A,146,5
891375,U,H,H,C,M,C,D,A,183,5
891411,U,H,H,C,J,C,D,A,83,2
891423,U,H,H,C,N,C,D,A,215,5
891462,U,H,H,C,J,C,D,A,299,4
891501,U,H,H,C,J,C,D,A,381,4
891525,U,H,H,C,H,C,D,A,239,2
891558,U,H,H,C,H,C,D,A,473,2
891609,U,H,H,C,P,C,D,A,191,5
891660,S,G,H,D,J,C,D,A,306,4
891726,S,F,G,C,G,B,E,D,350,1
891735,S,F,G,C,G,B,E,D,420,1
891771,S,F,G,C,G,B,E,D,356,1
891786,S,H,H,C,G,C,D,A,265,1
891801,S,H,H,B,L,B,D,A,413,1
891816,S,F,G,C,L,B,E,D,401,3
891828,S,F,G,C,L,B,E,D,356,3
891834,S,H,H,C,L,C,D,A,326,3
891861,S,F,G,C,N,B,E,D,260,5
891867,S,F,G,C,N,B,E,D,243,5
891876,U,H,H,C,J,C,D,A,179,2
891912,S,H,D,B,M,A,E,D,254,1
891933,S,H,D,B,M,A,E,D,165,1
891945,S,H,D,B,M,A,E,D,206,1
891951,S,H,H,C,M,C,D,A,206,3
891957,S,H,D,B,M,A,E,D,315,1
892035,S,H,D,B,M,A,E,D,164,2
892107,U,G,H,D,L,C,D,A,161,5
892212,U,NULL,NULL,NULL,M,NULL,NULL,NULL,0,4
892218,U,H,G,B,M,A,E,D,336,3
892233,U,H,G,B,M,A,E,D,70,3
892251,U,H,G,B,L,A,E,D,161,2
892254,U,H,G,B,M,A,E,D,83,3
892257,U,H,G,B,M,A,E,D,93,3
892263,U,H,G,B,M,A,E,D,131,3
892269,U,H,G,B,M,A,E,D,114,3
892290,U,H,G,B,M,A,E,D,96,3
892320,U,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
892326,U,D,H,B,M,A,E,D,291,4
892335,U,H,G,B,L,A,E,D,250,2
892350,U,H,G,B,L,A,E,D,112,2
892356,U,H,G,B,L,A,E,D,159,2
892365,U,H,G,B,L,A,E,D,388,2
892374,U,H,G,B,L,A,E,D,199,2
892389,U,H,G,B,L,A,E,D,130,2
892425,U,D,H,B,M,A,E,D,153,4
892467,S,F,H,C,L,B,D,A,364,3
892473,S,F,H,C,L,B,D,A,193,3
892539,S,F,H,C,L,B,D,A,303,3
892584,S,F,H,C,O,B,D,A,210,5
892596,U,H,G,B,L,A,E,D,171,2
892620,U,H,G,B,L,A,E,D,161,2
892629,U,F,H,C,L,B,D,A,187,3
892644,U,H,G,B,L,A,E,D,30,2
892782,T,G,F,C,H,C,E,D,337,3
892800,T,G,F,C,H,C,E,D,403,3
892815,T,G,F,C,H,C,E,D,236,3
892827,T,NULL,NULL,NULL,H,NULL,NULL,NULL,0,2
892833,T,G,F,C,H,C,E,D,82,3
892839,T,G,F,C,H,C,E,D,225,3
892863,T,D,C,C,Z,C,F,D,104,1
892869,T,D,C,C,Z,C,F,D,75,1
892917,T,E,G,C,F,C,F,D,273,2
892938,T,E,G,C,F,C,F,D,365,2
892947,T,E,G,C,F,C,F,D,255,2
892971,T,E,G,C,F,C,F,D,284,2
892989,T,F,E,C,I,B,F,E,312,1
892995,T,NULL,NULL,NULL,I,NULL,NULL,NULL,0,2
893010,T,F,E,C,I,B,F,E,210,1
893025,T,F,E,C,I,B,F,E,220,1
893052,T,NULL,NULL,NULL,I,NULL,NULL,NULL,0,3
893055,T,F,E,C,I,B,F,E,224,1
893082,T,A,E,C,J,C,H,H,56,3
893109,R,A,D,C,L,B,E,C,96,3
893139,T,F,E,D,D,C,F,D,162,2
893187,NULL,D,H,B,Z,A,E,D,139,3
893193,R,D,A,C,K,C,E,D,148,5
893250,T,F,C,C,J,B,F,D,130,4
893271,R,E,E,C,H,C,E,C,192,2
893292,T,E,E,C,Z,B,F,D,208,2
893319,R,C,E,C,I,B,F,D,193,1
893328,R,C,E,C,C,B,F,D,83,1
893337,R,C,E,C,H,B,E,C,183,3
893367,R,E,D,C,F,B,F,D,207,3
893382,R,E,F,B,L,B,G,F,315,3
893391,R,E,F,B,L,B,G,F,293,3
893394,T,H,H,B,M,B,D,A,129,2
893400,T,B,E,D,I,D,D,C,286,5
893496,T,E,D,D,C,C,E,C,232,2
893556,R,D,F,C,B,C,E,C,211,2
893580,R,D,E,C,H,C,E,C,237,3
893601,T,G,G,C,K,B,Z,Z,231,3
893613,T,G,G,C,K,B,Z,Z,240,3
893625,T,G,G,C,K,B,Z,Z,217,3
893745,S,F,G,B,N,A,E,A,292,4
893787,R,E,F,B,O,A,E,C,185,4
893802,S,F,G,B,P,A,E,C,64,3
893811,S,F,G,B,P,A,E,C,123,3
893823,S,F,G,B,P,A,E,C,76,3
893883,R,E,C,C,F,B,E,C,152,2
893883,R,E,C,C,F,B,E,C,0,2
893928,T,E,E,C,G,C,E,C,168,2
893943,T,E,E,C,G,C,E,C,213,2
893985,S,G,G,C,J,B,E,D,168,1
893997,S,G,G,C,J,B,E,D,309,1
894015,S,G,G,C,J,B,E,D,295,1
894042,S,G,G,C,J,B,E,D,337,1
894105,R,E,D,C,H,B,E,C,180,1
894168,U,G,G,C,I,B,E,D,299,2
894258,R,K,E,C,G,B,F,E,38,4
894327,T,C,E,B,P,A,E,C,158,5
894357,R,D,F,C,K,B,G,E,138,3
894480,U,NULL,NULL,NULL,H,NULL,NULL,NULL,0,2
894537,S,NULL,NULL,NULL,L,NULL,NULL,NULL,0,4
894798,NULL,F,E,B,O,B,E,D,258,4
895131,U,H,C,C,K,B,E,D,261,4
895194,U,H,C,C,K,B,E,D,429,4
895197,U,H,C,C,K,B,E,D,374,4
895206,U,NULL,NULL,NULL,K,NULL,NULL,NULL,0,3
895245,S,C,H,C,L,B,D,C,318,2
895263,S,C,H,C,L,B,D,C,435,2
895272,S,C,H,C,L,B,D,C,286,2
895299,S,C,H,C,L,B,D,C,106,2
895314,S,C,H,C,L,B,D,C,350,2
895359,R,D,D,C,H,C,E,C,229,4
895392,T,E,E,C,L,B,E,C,306,3
895398,T,E,E,C,L,B,E,C,261,3
895449,R,E,F,C,J,B,E,C,429,3
895545,T,A,G,C,J,C,E,C,154,2
895557,T,A,G,C,J,C,E,C,129,2
895572,T,C,E,C,I,C,E,C,265,2
895629,T,G,F,C,J,B,E,D,297,2
895641,T,G,F,C,J,B,E,D,270,2
895674,T,G,F,C,J,B,E,D,229,2
895725,T,G,F,C,J,B,E,D,309,2
895734,T,G,F,C,J,B,E,D,221,2
895764,T,D,F,C,I,C,E,C,307,3
895827,T,E,D,C,H,C,E,C,215,5
895860,R,F,B,D,D,D,E,C,247,3
895881,R,A,G,C,L,C,E,C,144,4
895947,R,C,F,C,C,D,F,D,224,4
895947,R,C,F,C,C,D,F,D,198,4
895980,R,G,C,C,F,B,E,C,368,2
895989,R,G,C,C,F,B,E,C,155,2
896031,T,A,E,C,I,C,E,C,394,3
896088,U,F,C,B,D,A,E,D,290,1
896112,U,H,G,D,D,C,D,A,588,4
896121,S,F,C,B,D,A,E,D,259,1
896151,U,H,G,D,D,C,D,A,740,3
896166,U,H,G,D,D,C,D,A,494,3
896193,U,NULL,NULL,NULL,D,NULL,NULL,NULL,0,1
896205,U,H,G,D,D,C,D,A,539,3
896217,U,H,G,D,D,C,D,A,469,3
896244,U,H,G,D,D,C,D,A,544,3
896247,U,H,G,D,D,C,D,A,411,3
896262,U,H,G,D,D,C,D,A,313,3
896271,S,H,G,D,I,C,D,A,556,5
896280,S,G,F,B,I,A,E,D,138,1
896289,S,H,G,D,I,C,D,A,567,5
896307,U,G,F,B,K,A,E,D,217,3
896310,U,G,F,B,K,A,E,D,124,3
896340,U,H,G,D,K,C,D,A,404,5
896355,U,G,F,B,K,A,E,D,153,3
896367,U,G,F,B,K,A,E,D,111,3
896409,U,G,F,B,K,A,E,D,111,3
896442,T,B,F,C,J,C,E,C,81,1
896472,R,K,F,C,I,C,E,C,292,3
896697,R,B,F,C,J,C,F,D,585,5
896706,R,D,E,B,M,B,D,B,165,5
896742,R,G,D,C,H,C,E,D,510,4
896754,S,F,C,B,K,A,E,D,306,4
896763,S,F,E,C,I,C,F,D,196,2
896790,R,G,E,D,I,C,E,D,600,3
896814,S,F,F,C,K,B,E,D,302,4
896817,S,F,F,C,K,B,E,D,425,4
896826,T,G,E,D,D,C,E,D,663,1
896868,T,G,E,D,D,C,E,D,621,1
896889,R,K,F,C,F,C,E,C,207,2
897039,T,B,G,C,J,B,B,A,228,2
897054,S,F,G,C,G,B,E,D,256,1
897090,T,F,G,C,E,B,E,D,233,1
897117,T,F,G,C,E,B,E,D,251,1
897120,T,F,G,C,E,B,E,D,246,1
897201,S,A,G,B,G,A,E,D,127,1
897333,T,K,G,B,N,A,E,C,183,3
897435,R,C,D,B,I,A,F,D,56,1
897450,U,G,H,B,M,B,D,A,276,2
897459,U,G,H,B,M,B,D,A,139,2
897513,R,B,D,C,J,B,E,C,38,2
897531,R,A,E,C,E,D,F,D,238,4
897546,R,A,E,C,E,D,F,D,237,4
897636,T,G,F,D,G,C,F,D,242,2
897642,T,G,F,D,G,C,F,D,213,2
897675,R,K,E,C,H,B,E,C,0,3
897711,R,K,F,C,L,B,E,C,129,4
897732,R,B,K,D,J,D,G,E,21,5
897864,R,C,C,C,L,C,E,C,12,4
897924,T,E,E,B,B,B,E,C,143,1
898134,U,H,H,C,N,C,D,A,295,5
898152,U,H,H,C,N,C,D,A,82,5
898203,R,F,G,C,L,B,E,D,194,3
898299,U,H,H,C,I,C,D,A,473,4
898401,U,G,H,B,J,B,D,A,321,1
898413,U,G,H,B,J,B,D,A,189,1
898440,U,G,H,B,J,B,D,A,254,1
898470,U,G,H,B,J,B,D,A,70,1
898488,U,G,H,B,J,B,D,A,375,1
898509,U,H,H,C,C,C,D,A,1175,1
898566,U,H,H,C,C,C,D,A,505,1
898596,NULL,H,H,C,L,C,D,A,516,4
898689,NULL,H,H,C,L,C,D,A,379,4
898725,U,E,G,C,J,B,E,D,248,1
898728,U,E,G,C,J,B,E,D,205,1
898734,U,E,G,C,J,B,E,D,138,1
898896,U,H,H,C,M,C,D,A,120,5
898938,U,H,H,C,M,C,D,A,402,5
899082,S,E,H,C,L,B,D,A,191,5
899100,S,E,H,C,L,B,D,A,408,5
899142,S,K,E,C,H,C,E,C,317,5
899148,S,K,E,C,H,C,E,C,213,5
899199,R,E,F,C,L,C,E,C,383,4
899220,T,C,E,C,H,C,E,C,116,2
899238,U,G,H,C,H,B,D,A,723,3
899244,U,G,H,C,H,B,D,A,381,3
899265,U,G,H,C,H,B,D,A,385,3
899271,U,G,H,C,H,B,D,A,431,3
899277,U,G,H,C,H,B,D,A,341,3
899283,U,G,H,C,H,B,D,A,662,3
899310,U,G,H,C,H,B,D,A,191,3
899319,U,NULL,NULL,NULL,H,NULL,NULL,NULL,0,2
899325,U,G,H,C,H,B,D,A,477,3
899334,U,G,H,C,H,B,D,A,517,3
899340,U,D,C,B,N,B,G,E,263,4
899352,U,G,H,C,N,B,D,A,399,5
899358,U,NULL,NULL,NULL,N,NULL,NULL,NULL,0,4
899373,U,G,H,C,N,B,D,A,213,5
899385,U,G,H,C,N,B,D,A,440,5
899409,U,G,H,C,P,B,D,A,325,5
899421,U,G,H,C,N,B,D,A,232,5
899433,U,G,H,C,P,B,D,A,98,5
899463,R,E,F,C,L,C,E,C,111,4
899640,NULL,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
899649,U,E,H,B,O,A,D,A,243,4
899661,NULL,E,H,B,M,A,D,A,304,3
899682,U,E,H,B,O,A,D,A,261,4
899745,S,E,H,B,O,A,D,A,279,5
899748,U,E,H,B,O,A,D,A,268,4
899787,R,G,F,C,G,C,E,C,800,3
899799,R,D,E,C,N,B,Z,Z,126,5
899817,U,E,G,C,I,B,E,D,198,3
899835,U,E,G,C,I,B,E,D,295,3
899844,U,E,G,C,I,B,E,D,313,3
899856,U,E,G,C,I,B,E,D,363,3
899871,U,E,G,C,I,B,E,D,169,3
899922,U,E,G,C,I,B,E,D,288,3
899937,U,E,G,C,I,B,E,D,354,3
899946,S,C,E,B,K,A,E,C,123,3
899973,S,G,E,C,I,B,E,D,263,3
899979,S,G,E,C,I,B,E,D,217,3
899985,S,G,E,C,I,B,E,D,109,3
900000,S,G,E,C,I,B,E,D,264,3
900015,S,G,E,C,I,B,E,D,166,3
900033,S,G,E,C,I,B,E,D,257,3
900042,S,G,E,C,I,B,E,D,352,3
900150,U,I,H,B,Q,B,D,A,372,4
900165,U,I,H,B,Q,B,D,A,234,4
900552,U,I,H,B,M,B,D,A,357,3
900585,U,I,H,B,M,B,D,A,343,3
900591,U,I,H,B,Q,B,D,A,130,5
900687,U,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
900852,R,E,C,D,D,D,F,D,0,3
900891,R,F,E,D,F,D,E,C,205,5
900894,R,F,D,D,F,D,E,C,17,5
900912,R,G,H,B,J,B,E,D,65,5
900930,R,E,B,C,F,D,E,C,27,5
900933,R,E,B,C,F,D,E,C,0,5
900948,R,E,B,C,F,D,E,C,54,5
900969,R,H,E,C,L,D,E,D,147,5
900990,R,H,E,C,L,D,E,D,139,5
901011,R,H,E,C,L,D,E,D,291,5
901026,R,H,E,C,L,D,E,D,193,5
901050,R,H,E,C,F,D,E,D,115,5
901134,R,E,E,B,L,C,E,D,0,5
901182,R,E,B,C,M,D,E,C,20,5
901191,R,F,D,D,L,D,E,C,50,5
901209,R,F,D,D,L,D,E,C,15,5
901308,R,F,D,D,J,D,E,C,8,5
901311,R,F,E,D,Z,D,E,C,165,5
901323,R,F,E,D,D,D,E,C,102,5
901503,R,F,E,D,D,D,E,C,371,5
901542,R,H,E,C,Z,D,E,D,71,5
901545,R,H,E,C,Z,D,E,D,103,5
901557,R,H,E,C,Z,D,E,D,73,5
901650,T,NULL,NULL,NULL,O,NULL,NULL,NULL,0,5
901662,T,NULL,NULL,NULL,O,NULL,NULL,NULL,0,5
901722,R,F,E,D,F,D,E,C,165,5
901728,R,H,E,C,E,D,E,D,226,5
901731,R,H,E,C,G,D,E,D,81,5
901752,R,E,B,C,I,D,E,C,30,5
901779,R,F,D,D,G,D,E,C,124,5
901803,R,F,E,D,H,D,E,C,173,5
901863,R,F,D,D,I,D,E,C,115,5
901932,T,H,H,B,O,B,D,A,119,5
901956,T,H,H,B,O,B,D,A,263,5
901995,T,H,H,B,O,B,D,A,172,5
902019,T,H,H,B,O,B,D,A,125,5
902022,T,H,H,B,O,B,D,A,120,5
902061,R,F,E,D,Z,D,E,C,158,5
902085,R,H,H,B,Z,B,D,A,271,5
902112,T,H,H,B,O,B,D,A,355,5
902130,T,H,H,B,O,B,D,A,159,5
902148,R,H,E,C,C,D,E,D,151,5
902166,R,F,E,D,J,D,E,C,89,5
902178,R,F,E,D,Z,D,E,C,47,5
902226,R,C,B,A,K,NULL,E,D,0,5
902259,R,F,E,D,D,D,E,C,187,5
902319,R,E,B,C,O,D,E,C,12,5
902424,R,F,D,D,Z,D,E,C,180,5
902451,R,H,E,C,I,D,E,D,109,5
902592,U,H,F,B,J,B,D,A,118,4
902637,U,H,F,B,J,B,D,A,279,4
902733,U,H,F,B,J,B,D,A,252,4
902898,R,E,A,A,O,A,E,C,0,5
903021,R,E,A,A,N,A,E,C,0,5
903027,R,E,A,A,N,A,E,C,0,5
903456,T,H,E,B,P,A,E,D,140,5
903468,T,H,E,B,P,A,E,D,166,5
903477,T,H,E,B,P,A,E,D,103,5
903729,T,G,D,B,O,B,E,D,164,5
903771,T,G,D,B,O,B,E,D,149,5
903828,T,G,D,B,O,B,E,D,82,5
903960,R,D,D,C,L,C,E,C,96,5
903981,R,E,C,C,I,C,E,C,80,4
904047,R,D,C,C,C,C,E,B,105,2
904065,NULL,F,F,C,I,B,H,B,283,3
904467,T,C,G,C,B,B,H,C,344,1
904656,T,E,G,C,G,C,H,D,331,2
904668,T,E,G,C,G,C,H,D,255,2
904959,R,A,C,C,J,B,Z,Z,27,2
904995,R,C,E,B,M,A,E,B,177,2
905247,T,B,G,C,J,B,E,B,163,3
905520,T,A,G,C,G,C,E,B,309,2
905523,R,B,F,D,D,C,Z,Z,103,2
905547,R,B,F,D,E,C,Z,Z,290,1
905664,T,E,F,C,H,C,Z,Z,279,4
905946,S,E,E,C,Z,B,E,B,94,2
906378,R,E,C,C,G,B,F,B,111,1
906399,R,E,E,B,M,B,E,B,126,5
906534,R,E,A,B,M,B,E,B,186,3
906555,R,D,C,B,K,A,E,E,82,1
906990,T,C,F,B,J,B,E,B,297,1
907272,R,K,E,C,E,C,E,B,109,2
907287,T,B,F,C,I,B,Z,Z,212,5
907620,T,E,B,B,J,A,E,B,21,2
907635,R,B,E,C,I,B,E,B,117,4
907665,R,E,A,C,N,B,E,B,27,5
907704,R,E,A,C,M,B,E,B,21,5
907803,R,B,C,C,J,B,D,A,37,3
907818,T,F,E,B,J,B,Z,Z,193,4
907926,R,E,E,C,J,B,E,B,124,3
908160,U,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
908235,NULL,H,H,C,E,B,G,E,323,3
908322,T,C,G,D,A,D,E,C,250,2
908358,T,F,E,D,B,D,E,C,357,4
908370,T,F,E,D,B,D,E,C,584,4
908397,R,C,E,D,C,C,E,C,210,3
908412,T,K,F,C,A,D,E,C,259,2
908469,R,K,E,C,I,B,Z,Z,361,2
908709,R,A,F,B,N,A,G,D,398,3
908940,R,E,E,B,O,B,Z,Z,66,5
908940,R,E,E,B,O,B,Z,Z,78,5
909048,U,E,H,C,M,B,G,E,505,4
909273,NULL,B,G,C,J,B,G,E,336,2
909549,R,A,F,B,J,A,D,B,184,1
909564,R,B,F,C,Z,C,Z,Z,251,2
909717,R,E,E,B,I,B,E,C,321,2
909861,T,A,F,B,L,A,Z,Z,68,4
909879,S,D,F,B,M,B,C,A,159,5
909897,R,K,E,C,H,B,E,C,156,3
909951,R,A,E,B,L,A,E,C,118,2
909999,R,A,C,C,J,B,D,B,50,3
910137,T,K,E,C,K,A,G,D,251,2
910188,R,A,F,B,M,A,E,C,244,2
910188,R,A,F,B,M,A,E,C,160,2
910245,S,B,H,B,L,A,H,E,163,2
910488,R,K,E,C,E,B,D,A,260,2
910611,R,C,E,D,F,B,E,C,191,2
910656,R,K,F,C,F,B,E,C,166,1
910806,R,B,E,C,H,B,Z,Z,269,1
910896,R,A,F,D,F,C,Z,Z,217,1
911307,R,C,F,D,I,C,E,C,331,2
911667,R,K,D,C,J,B,E,C,147,5
911958,R,NULL,NULL,NULL,Z,NULL,NULL,NULL,0,1
912006,R,K,F,C,L,B,E,C,153,4
912159,R,K,F,C,G,B,E,C,309,3
912195,R,K,F,D,F,C,G,E,506,4
912399,T,B,F,D,B,D,D,B,218,4
912489,R,B,F,C,I,B,D,B,92,3
912741,R,C,H,D,J,C,F,D,130,5
912768,R,K,G,B,M,A,E,C,148,2
913155,R,B,F,B,L,A,E,C,306,5
913425,R,A,G,C,I,B,E,C,228,3
913440,R,A,G,C,I,B,E,C,213,3
913476,U,K,E,C,G,A,C,A,143,2
913530,R,K,E,C,L,C,E,C,80,5
913530,R,K,E,C,L,C,E,C,76,5
913539,T,K,F,D,I,C,E,C,241,5
913614,R,B,F,C,L,B,E,C,139,4
913887,T,F,F,D,C,C,E,C,449,3
913917,S,D,H,C,J,B,H,E,570,3
914031,S,D,H,B,J,A,G,E,402,1
914142,S,E,H,B,O,A,H,E,269,4
914301,S,B,H,B,M,A,H,E,206,4
914442,R,D,E,C,K,B,E,C,145,4
914526,NULL,E,E,C,I,B,E,C,187,4
914595,R,C,H,C,J,B,B,F,274,3
914646,T,C,E,D,B,C,E,C,257,3
914700,U,H,H,D,H,C,G,E,461,3
914919,T,H,F,C,I,B,H,E,335,4
914967,U,E,H,D,B,C,G,E,470,3
915057,T,D,E,D,Z,A,H,B,92,1
915348,U,C,H,C,E,B,G,D,371,2
915369,U,H,H,D,E,D,G,E,463,4
915438,NULL,E,H,D,A,D,G,D,1553,3
915729,T,A,G,D,I,C,E,C,281,4
915813,R,E,F,D,F,C,E,C,145,4
915894,R,K,F,B,N,A,E,C,107,5
915927,T,C,H,B,M,A,E,C,72,2
915942,R,K,D,B,L,B,E,C,58,5
915972,R,C,C,B,M,A,E,C,93,5
916062,R,K,F,C,J,B,E,C,179,4
916314,R,K,E,D,J,C,E,C,136,5
916365,T,G,A,C,M,B,E,C,226,5
916593,T,D,F,C,E,B,E,C,226,3
916659,U,G,I,C,L,B,G,E,492,5
916668,U,G,I,C,K,B,G,E,101,3
916836,R,C,F,D,Z,C,G,D,199,2
917529,R,B,E,C,D,A,E,C,121,2
917574,R,G,F,C,Z,B,E,D,223,2
917715,R,E,E,C,K,D,E,D,123,5
917808,T,H,D,B,Z,C,E,D,201,5
917838,R,C,F,A,P,A,E,D,48,5
917904,T,K,G,C,K,A,E,C,379,1
918012,R,K,E,D,E,D,F,D,0,1
918045,R,B,E,C,D,C,F,D,274,1
918330,U,NULL,NULL,NULL,J,NULL,NULL,NULL,0,4
918330,U,NULL,NULL,NULL,J,NULL,NULL,NULL,0,4
918360,U,H,G,C,J,B,D,A,432,2
918462,NULL,K,G,C,I,B,E,D,435,1
918480,S,H,G,B,P,A,D,A,0,3
918801,R,K,D,C,J,D,Z,Z,8,5
918885,R,A,E,C,H,C,E,C,126,1
919089,U,G,G,C,M,B,D,A,309,3
919170,T,D,K,C,E,B,E,C,252,1
919218,U,D,G,C,G,B,F,E,315,1
919314,R,B,F,D,D,D,E,C,49,2
919602,U,H,H,C,E,C,D,A,435,2
919665,T,H,E,C,G,B,E,D,356,2
919887,T,D,G,B,O,A,F,E,131,3
919902,R,C,D,B,M,A,F,D,0,4
920031,U,J,J,D,C,D,D,A,537,2
920235,S,F,C,C,O,B,E,D,299,4
920274,S,E,H,C,J,B,D,A,746,2
920283,S,E,H,C,P,B,D,A,426,4
920355,U,NULL,NULL,NULL,O,NULL,NULL,NULL,0,4
920478,S,G,G,B,P,A,E,D,122,3
920700,S,E,F,B,N,A,E,D,259,4
920949,T,E,F,C,F,B,E,C,292,2
921006,T,G,G,C,H,C,E,D,497,4
921009,T,G,G,C,H,C,E,D,406,4
921036,R,G,G,B,Z,A,E,D,414,1
921339,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
921519,T,A,G,C,M,C,E,D,685,5
921555,S,A,E,C,Q,C,E,C,168,5
921582,R,K,E,D,B,C,B,E,749,2
921651,R,K,F,D,K,B,E,C,138,4
921666,S,G,G,C,I,C,D,A,662,2
921714,T,C,G,C,M,C,D,B,580,5
921747,T,F,H,D,E,D,E,D,592,3
921786,R,D,E,C,F,B,E,C,122,2
921876,U,A,H,C,L,C,D,A,647,3
921954,U,G,G,B,P,A,E,D,146,3
922023,S,G,F,B,Q,A,D,A,210,3
922029,S,G,F,B,Q,A,D,A,259,3
922047,S,H,H,C,L,B,D,A,479,3
922434,R,H,E,C,L,B,D,A,133,5
922461,S,D,H,C,J,B,D,A,589,2
922506,U,D,E,B,B,A,E,C,298,1
922569,S,E,H,B,N,B,D,A,562,5
922773,T,D,H,C,H,C,E,D,273,3
922854,R,K,B,C,K,A,E,C,104,1
922890,T,A,F,B,L,B,E,C,269,2
923151,R,K,D,B,N,A,Z,Z,0,4
923151,R,K,D,B,N,A,Z,Z,79,4
923181,R,D,A,C,I,D,E,C,204,3
923313,NULL,G,H,B,L,B,D,A,223,4
923433,R,B,D,C,O,A,F,D,129,5
923550,T,E,E,C,G,B,G,A,399,2
923607,R,B,F,C,I,C,E,C,203,1
923718,R,D,D,C,G,D,E,C,0,5
923808,R,C,F,D,H,C,E,C,186,4
923871,R,K,C,C,I,C,F,D,98,4
924315,R,D,D,C,H,C,E,C,550,4
924375,T,E,D,C,H,C,E,C,227,5
924387,R,K,E,D,I,C,E,C,102,3
924597,R,B,B,C,Z,D,E,C,24,5
924717,S,H,F,B,J,B,D,A,169,4
928131,U,F,C,C,J,C,G,E,159,3
930000,S,G,F,B,N,A,C,A,174,4
930159,R,NULL,NULL,NULL,Z,NULL,NULL,NULL,0,5
930576,S,H,H,B,Q,A,G,D,149,5
930582,NULL,H,H,B,Q,A,G,D,228,5
930858,R,F,G,C,J,B,E,C,172,2
930966,R,G,H,B,L,A,G,D,280,2
931095,U,E,H,C,C,C,G,E,180,2
931131,NULL,A,G,C,D,B,G,D,472,3
931431,U,E,H,C,H,C,G,D,355,4
931770,U,H,H,C,I,B,G,E,367,1
932046,S,E,H,C,J,B,B,A,347,2
932349,S,H,J,C,M,B,F,B,199,2
932526,NULL,E,H,C,E,B,G,E,226,1
932598,R,C,H,C,J,C,G,D,631,1
932613,R,C,H,C,J,C,G,D,491,1
932814,R,D,H,B,N,A,G,D,112,2
932853,NULL,H,H,C,J,B,B,A,332,1
933096,NULL,E,I,D,L,D,G,E,366,5
933135,U,F,I,C,E,C,G,E,700,1
933219,R,K,G,D,B,D,E,C,327,1
933798,S,J,J,C,K,B,G,E,400,3
933813,S,J,J,C,H,C,G,E,482,1
933987,S,J,J,C,K,C,G,E,461,3
934002,U,J,J,C,J,B,G,E,359,2
934251,NULL,NULL,NULL,NULL,D,NULL,NULL,NULL,0,1
934359,S,H,G,C,F,C,G,D,507,2
934386,S,H,J,C,F,C,G,E,738,1
934410,S,H,H,C,J,B,G,E,324,1
934557,S,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
934713,R,E,H,C,I,B,G,D,179,2
934713,R,E,H,C,I,B,G,D,279,2
934794,R,E,F,C,G,B,E,C,250,2
934797,R,E,F,C,G,B,E,C,182,2
