,ID,State,Subscription_End_Date,Expiring_Dollars,Expiring_Students,Subscription_Status,Renewal_Date,Metro_Code,Apple_Mac_Code,PC_Code,Poverty_Level_Code,Avg_Household_Income,Title_1_Code,Software_budget_per_head,Training_Budget_Per_head,Lunch_Program_Eligible_Students,Affluence_Indicator,Avg_Sell_price,Renew_delay,Days_group
4413,97545,Virginia,2017-06-30,1680,240,Renewed,2017-03-27,U,ZZ,ZZ,ZZ,G,ZZ,ZZ,ZZ,0.0,2.0,7.0,-95.0,2.0
4414,98076,Virginia,2017-06-30,2331,333,Renewed,2017-06-27,R,B,H,C,Z,C,E,C,235.0,4.0,7.0,-3.0,4.0
4418,90447,Maryland,2017-06-30,1820,260,Renewed,2017-04-10,S,H,J,B,P,A,G,E,96.0,5.0,7.0,-81.0,3.0
4427,99660,Virginia,2017-06-30,2121,303,Renewed,2017-06-08,U,A,H,B,M,A,G,E,68.0,3.0,7.0,-22.0,4.0
4428,98472,Virginia,2017-06-30,2310,330,Renewed,2017-04-26,U,F,H,B,G,B,G,E,78.0,2.0,7.0,-65.0,3.0
4429,98568,Virginia,2017-06-30,3423,489,Renewed,2017-05-16,ZZ,B,G,C,J,B,B,E,276.0,2.0,7.0,-45.0,3.0
4432,99123,Virginia,2017-06-30,3780,540,Renewed,2017-04-17,R,B,G,C,F,B,G,D,184.0,2.0,7.0,-74.0,3.0
4433,99168,Virginia,2017-06-30,1680,240,Renewed,2017-04-17,R,B,G,C,G,B,G,D,60.0,2.0,7.0,-74.0,3.0
4435,104760,West Virginia,2017-06-30,1680,240,Renewed,2017-05-11,R,K,F,C,E,B,E,C,87.0,2.0,7.0,-50.0,3.0
4440,116874,North Carolina,2017-06-30,2450,350,Renewed,2017-05-25,R,A,H,D,C,C,G,D,300.0,1.0,7.0,-36.0,3.0
4441,116475,North Carolina,2017-06-30,1960,280,Renewed,2017-05-25,R,A,H,D,Z,C,G,D,288.0,1.0,7.0,-36.0,3.0
4442,117702,North Carolina,2017-06-30,1680,240,Renewed,2017-06-05,R,A,H,D,B,C,H,E,260.0,2.0,7.0,-25.0,4.0
4443,118314,North Carolina,2017-06-30,1680,240,Renewed,2017-06-05,R,A,H,D,B,C,H,E,212.0,2.0,7.0,-25.0,4.0
4444,118554,North Carolina,2017-06-30,2464,352,Renewed,2017-06-05,R,A,H,D,D,C,H,E,313.0,3.0,7.0,-25.0,4.0
4460,139878,South Carolina,2017-06-30,1680,240,Renewed,2017-05-22,R,ZZ,ZZ,ZZ,B,ZZ,ZZ,ZZ,0.0,1.0,7.0,-39.0,3.0
4463,8033730,California,2017-06-30,2065,295,Renewed,2016-07-13,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-352.0,1.0
4467,8417430,Texas,2017-06-30,3150,450,Renewed,2017-06-29,T,B,F,C,G,B,E,C,203.0,3.0,7.0,-1.0,4.0
4469,9194313,Washington,2017-06-30,3605,515,Renewed,2017-06-26,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-4.0,4.0
4470,9303099,Louisiana,2017-06-30,3675,525,Renewed,2017-06-28,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-2.0,4.0
4474,9708543,Tennessee,2017-06-30,2800,400,Renewed,2017-05-23,U,K,K,ZZ,A,ZZ,Z,Z,85.0,1.0,7.0,-38.0,3.0
4481,10098090,Arizona,2017-06-30,4200,600,Renewed,2017-03-27,U,ZZ,ZZ,ZZ,O,ZZ,ZZ,ZZ,0.0,5.0,7.0,-95.0,2.0
4486,10143744,Virginia,2017-06-30,2394,342,Renewed,2017-05-22,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-39.0,3.0
4492,10725768,California,2017-06-30,5439,777,Renewed,2017-07-03,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,3.0,5.0
4493,16309602,California,2017-06-30,3150,450,Renewed,2017-06-21,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-9.0,4.0
4495,10372656,Louisiana,2017-06-30,1680,240,Renewed,2017-06-30,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,0.0,5.0
4497,10517340,Illinois,2017-06-30,2730,390,Renewed,2017-05-24,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-37.0,3.0
4500,7618371,Missouri,2017-06-30,3360,480,Renewed,2017-04-17,U,E,F,B,K,A,G,C,151.0,1.0,7.0,-74.0,3.0
4502,7473546,Ohio,2017-06-30,1680,240,Renewed,2017-05-09,R,ZZ,ZZ,ZZ,O,ZZ,ZZ,ZZ,0.0,5.0,7.0,-52.0,3.0
4506,7781022,Hawaii,2017-06-30,6720,960,Renewed,2017-06-30,S,I,H,ZZ,P,ZZ,D,A,324.0,3.0,7.0,0.0,5.0
4507,7788831,Arizona,2017-06-30,3500,500,Renewed,2017-07-05,T,D,F,C,L,B,E,D,0.0,2.0,7.0,5.0,5.0
4512,7953060,Louisiana,2017-06-30,4760,680,Renewed,2017-06-28,S,D,H,B,N,B,F,D,444.0,5.0,7.0,-2.0,4.0
4517,7163124,Indiana,2017-06-30,7693,1099,Renewed,2017-07-05,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,5.0,5.0
4520,7434138,Florida,2017-06-30,4550,650,Renewed,2017-05-22,S,J,J,C,M,C,G,E,271.0,4.0,7.0,-39.0,3.0
4522,6978723,Louisiana,2017-06-30,2205,315,Renewed,2017-06-30,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,0.0,5.0
4523,7028523,Arizona,2017-06-30,5600,800,Renewed,2017-07-05,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,5.0,5.0
4526,6257463,Iowa,2017-06-30,1680,240,Renewed,2017-06-13,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-17.0,4.0
4527,6482526,Arkansas,2017-06-30,4690,670,Renewed,2017-03-15,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-107.0,2.0
4529,6523728,Virginia,2017-06-30,6300,900,Renewed,2017-06-14,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-16.0,4.0
4531,6853272,Arizona,2017-06-30,5600,800,Renewed,2017-07-05,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,5.0,5.0
4532,6681897,California,2017-06-30,3990,570,Renewed,2017-06-30,U,E,F,C,O,B,E,D,372.0,5.0,7.0,0.0,5.0
4533,6921873,Ohio,2017-06-30,2625,375,Renewed,2017-03-16,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-106.0,2.0
4541,6027627,California,2017-06-30,5250,750,Renewed,2017-03-28,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-94.0,2.0
4548,3678534,Virginia,2017-06-30,4102,586,Renewed,2017-06-14,S,E,H,B,L,B,G,E,0.0,4.0,7.0,-16.0,4.0
4549,3643104,Virginia,2017-06-30,4305,615,Renewed,2017-05-30,R,E,H,C,Z,C,G,D,485.0,4.0,7.0,-31.0,3.0
4551,3652641,Arizona,2017-06-30,5558,794,Renewed,2017-03-31,U,ZZ,ZZ,ZZ,E,ZZ,ZZ,ZZ,0.0,2.0,7.0,-91.0,2.0
4552,3724719,California,2017-06-30,2100,300,Renewed,2017-05-19,U,F,H,B,P,A,D,A,96.0,4.0,7.0,-42.0,3.0
4555,3531105,Georgia,2017-06-30,2695,385,Renewed,2017-04-04,R,G,E,D,E,D,G,D,374.0,1.0,7.0,-87.0,3.0
4558,3503043,Mississippi,2017-06-30,6860,980,Renewed,2017-06-15,U,A,G,D,Z,C,G,C,449.0,4.0,7.0,-15.0,4.0
4560,4128207,North Carolina,2017-06-30,1820,260,Renewed,2017-05-25,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-36.0,3.0
4561,4271577,Minnesota,2017-06-30,5355,765,Renewed,2017-03-23,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-99.0,2.0
4563,3927840,Florida,2017-06-30,1680,240,Renewed,2017-04-28,T,E,J,C,B,B,G,E,182.0,1.0,7.0,-63.0,3.0
4564,4001421,Virginia,2017-06-30,2310,330,Renewed,2017-05-01,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-60.0,3.0
4565,4086300,Ohio,2017-06-30,1680,240,Renewed,2017-07-05,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,5.0,5.0
4574,5019651,Indiana,2017-06-30,2380,340,Renewed,2017-06-12,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-18.0,4.0
4577,5096079,California,2017-06-30,5369,767,Renewed,2017-07-03,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,3.0,5.0
4578,5116488,California,2017-06-30,3500,500,Renewed,2017-04-04,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-87.0,3.0
4579,5150205,Arizona,2017-06-30,3150,450,Renewed,2017-07-03,S,H,H,B,M,B,D,A,267.0,2.0,7.0,3.0,5.0
4581,5101323,Colorado,2017-06-30,1862,266,Renewed,2017-06-05,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-25.0,4.0
4587,4537617,California,2017-06-30,4200,600,Renewed,2017-06-30,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,0.0,5.0
4588,4548666,Ohio,2017-06-30,1680,240,Renewed,2017-05-08,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-53.0,3.0
4589,4555155,Tennessee,2017-06-30,2240,320,Renewed,2017-03-17,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-105.0,2.0
4594,2140470,North Dakota,2017-06-30,1680,240,Renewed,2017-05-23,R,B,C,B,M,B,E,B,19.0,5.0,7.0,-38.0,3.0
4595,2140911,Illinois,2017-06-30,2450,350,Renewed,2017-04-28,R,K,D,C,O,B,F,B,100.0,5.0,7.0,-63.0,3.0
4597,2137539,Pennsylvania,2017-06-30,2800,400,Renewed,2017-07-03,R,E,F,B,O,A,H,G,100.0,5.0,7.0,3.0,5.0
4602,2135601,California,2017-06-30,2975,425,Renewed,2017-03-23,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-99.0,2.0
4603,2135655,California,2017-06-30,2800,400,Renewed,2017-07-05,U,K,E,C,I,B,G,E,178.0,3.0,7.0,5.0,5.0
4608,2214048,Iowa,2017-06-30,1680,240,Renewed,2017-07-03,R,E,A,B,L,B,H,D,55.0,4.0,7.0,3.0,5.0
4609,2214480,Kansas,2017-06-30,1680,240,Renewed,2017-04-06,R,K,E,C,L,B,B,A,119.0,4.0,7.0,-85.0,3.0
4610,2214816,Kentucky,2017-06-30,4480,640,Renewed,2017-06-07,R,C,F,D,A,C,E,C,454.0,1.0,7.0,-23.0,4.0
4612,2218992,Arkansas,2017-06-30,2100,300,Renewed,2017-03-17,R,A,F,D,C,C,D,B,180.0,1.0,7.0,-105.0,2.0
4614,2142159,Arkansas,2017-06-30,1680,240,Renewed,2017-06-26,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-4.0,4.0
4615,2143008,Pennsylvania,2017-06-30,4550,650,Renewed,2017-07-05,R,A,G,B,M,A,H,G,217.0,2.0,7.0,5.0,5.0
4616,2143209,Indiana,2017-06-30,1750,250,Renewed,2017-05-24,T,D,F,B,C,A,Z,Z,101.0,1.0,7.0,-37.0,3.0
4617,2143374,Iowa,2017-06-30,1680,240,Renewed,2017-04-17,R,C,D,B,L,B,E,B,35.0,2.0,7.0,-74.0,3.0
4626,2973315,California,2017-06-30,6650,950,Renewed,2016-07-13,U,H,H,D,M,C,D,A,826.0,5.0,7.0,-352.0,1.0
4629,2224563,Oklahoma,2017-06-30,1981,283,Renewed,2017-05-01,R,D,E,D,F,D,E,C,88.0,2.0,7.0,-60.0,3.0
4630,2227641,Texas,2017-06-30,2450,350,Renewed,2017-04-24,R,D,C,C,J,A,D,B,159.0,3.0,7.0,-67.0,3.0
4632,2275194,Washington,2017-06-30,4375,625,Renewed,2017-06-26,S,H,H,B,O,B,F,B,143.0,5.0,7.0,-4.0,4.0
4634,2477691,Missouri,2017-06-30,3360,480,Renewed,2017-04-17,T,E,F,B,O,A,G,C,157.0,3.0,7.0,-74.0,3.0
4635,2126016,Iowa,2017-06-30,1680,240,Renewed,2013-06-28,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-1463.0,11.0
4636,2124705,Indiana,2017-06-30,3080,440,Renewed,2017-04-19,T,B,H,B,L,A,C,E,100.0,2.0,7.0,-72.0,3.0
4638,2129682,Illinois,2017-06-30,2030,290,Renewed,2016-05-16,R,B,D,B,K,B,E,B,65.0,3.0,7.0,-410.0,11.0
4639,2132667,Arkansas,2017-06-30,2450,350,Renewed,2017-07-03,R,K,E,C,F,B,Z,Z,173.0,2.0,7.0,3.0,5.0
4641,2120832,Virginia,2017-06-30,4095,585,Renewed,2017-06-14,S,E,H,B,L,B,G,E,213.0,4.0,7.0,-16.0,4.0
4643,2117310,Alaska,2017-06-30,1680,240,Renewed,2017-04-12,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-79.0,3.0
4646,2116434,California,2017-06-30,2590,370,Renewed,2017-06-30,R,F,K,C,L,B,E,C,316.0,3.0,7.0,0.0,5.0
4650,2112123,Oklahoma,2017-06-30,5180,740,Renewed,2017-03-01,ZZ,B,G,D,G,B,G,D,501.0,1.0,7.0,-121.0,2.0
4654,1161534,Tennessee,2017-06-30,2100,300,Renewed,2017-07-03,S,F,D,C,F,B,G,D,434.0,1.0,7.0,3.0,5.0
4655,1187634,Nebraska,2017-06-30,1680,240,Renewed,2017-05-12,R,D,D,C,I,B,E,B,115.0,2.0,7.0,-49.0,3.0
4656,1184313,Minnesota,2017-06-30,1680,240,Renewed,2017-05-23,R,K,E,B,L,A,E,B,79.0,3.0,7.0,-38.0,3.0
4658,1179096,Ohio,2017-06-30,1680,240,Renewed,2017-05-19,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-42.0,3.0
4659,1189767,New York,2017-06-30,4340,620,Renewed,2017-04-03,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-88.0,3.0
4662,2104788,New Jersey,2017-06-30,1680,240,Renewed,2017-03-27,S,K,D,A,Q,A,F,C,0.0,5.0,7.0,-95.0,2.0
4663,2105784,Wisconsin,2017-06-30,3500,500,Renewed,2017-06-19,R,C,G,B,J,A,E,B,292.0,1.0,7.0,-11.0,4.0
4665,2106969,Illinois,2017-06-30,3675,525,Renewed,2017-06-29,S,B,D,B,O,A,E,B,81.0,3.0,7.0,-1.0,4.0
4675,1112514,Oklahoma,2017-06-30,3458,494,Renewed,2015-06-15,S,B,H,B,L,A,H,E,276.0,2.0,7.0,-746.0,11.0
4678,1116501,South Dakota,2017-06-30,1680,240,Renewed,2017-05-24,T,B,E,C,G,C,E,B,62.0,1.0,7.0,-37.0,3.0
4679,1115463,Kentucky,2017-06-30,3150,450,Renewed,2017-06-07,R,C,H,C,D,C,G,D,0.0,1.0,7.0,-23.0,4.0
4680,1115559,Ohio,2017-06-30,1841,263,Renewed,2017-06-16,R,A,E,B,K,A,Z,Z,0.0,2.0,7.0,-14.0,4.0
4683,980802,Louisiana,2017-06-30,1680,240,Renewed,2017-05-26,ZZ,ZZ,ZZ,ZZ,Z,ZZ,ZZ,ZZ,0.0,1.0,7.0,-35.0,3.0
4684,946740,Montana,2017-06-30,1680,240,Renewed,2017-04-10,T,D,C,C,G,B,E,C,65.0,4.0,7.0,-81.0,3.0
4686,952713,Louisiana,2017-06-30,2597,371,Renewed,2017-06-05,S,F,H,C,J,B,G,E,800.0,4.0,7.0,-25.0,4.0
4689,921009,California,2017-06-30,1694,242,Renewed,2017-06-20,T,G,G,C,H,C,E,D,406.0,4.0,7.0,-10.0,4.0
4692,937458,Ohio,2017-06-30,1680,240,Renewed,2017-05-04,S,ZZ,ZZ,ZZ,M,ZZ,ZZ,ZZ,0.0,3.0,7.0,-57.0,3.0
4695,1118217,South Dakota,2017-06-30,1680,240,Renewed,2017-06-19,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-11.0,4.0
4696,892815,Washington,2017-06-30,1820,260,Renewed,2017-06-21,T,G,F,C,H,C,E,D,236.0,3.0,7.0,-9.0,4.0
4697,892938,Washington,2017-06-30,2149,307,Renewed,2017-06-15,T,E,G,C,F,C,F,D,365.0,2.0,7.0,-15.0,4.0
4699,888873,Washington,2017-06-30,1750,250,Renewed,2017-06-23,S,D,G,B,O,A,E,C,171.0,3.0,7.0,-7.0,4.0
4702,887226,Washington,2017-06-30,5880,840,Renewed,2017-06-26,S,H,H,B,O,B,F,B,384.0,5.0,7.0,-4.0,4.0
4703,887271,Washington,2017-06-30,1680,240,Renewed,2017-06-26,S,H,H,B,O,B,F,B,118.0,5.0,7.0,-4.0,4.0
4705,881475,Oregon,2017-06-30,3500,500,Renewed,2017-06-28,T,F,F,C,K,B,F,D,493.0,4.0,7.0,-2.0,4.0
4706,881535,Oregon,2017-06-30,3150,450,Renewed,2017-06-28,T,F,F,C,K,B,F,D,346.0,4.0,7.0,-2.0,4.0
4707,883131,Washington,2017-06-30,3997,571,Renewed,2017-06-26,S,H,H,B,P,B,F,B,104.0,5.0,7.0,-4.0,4.0
4710,886950,Washington,2017-06-30,2156,308,Renewed,2017-06-26,U,H,H,B,H,B,F,B,290.0,1.0,7.0,-4.0,4.0
4711,887052,Washington,2017-06-30,2786,398,Renewed,2017-06-26,U,H,H,B,L,B,F,B,357.0,3.0,7.0,-4.0,4.0
4712,906990,Nebraska,2017-06-30,2625,375,Renewed,2017-05-22,T,C,F,B,J,B,E,B,297.0,1.0,7.0,-39.0,3.0
4713,907632,Nebraska,2017-06-30,1680,240,Renewed,2017-03-10,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-112.0,2.0
4715,899640,Washington,2017-06-30,2282,326,Renewed,2017-07-05,ZZ,ZZ,ZZ,ZZ,M,ZZ,ZZ,ZZ,0.0,3.0,7.0,5.0,5.0
4718,900990,Alaska,2017-06-30,1680,240,Renewed,2017-06-08,R,H,E,C,L,D,E,D,139.0,5.0,7.0,-22.0,4.0
4721,895263,Washington,2017-06-30,2863,409,Renewed,2017-06-28,S,C,H,C,L,B,D,C,435.0,2.0,7.0,-2.0,4.0
4723,894258,Washington,2017-06-30,1680,240,Renewed,2017-03-02,R,K,E,C,G,B,F,E,38.0,4.0,7.0,-120.0,2.0
4724,899142,Washington,2017-06-30,4200,600,Renewed,2017-03-28,S,K,E,C,H,C,E,C,317.0,5.0,7.0,-94.0,2.0
4727,869073,Hawaii,2017-06-30,3500,500,Renewed,2017-05-15,S,H,G,ZZ,P,ZZ,D,A,261.0,4.0,7.0,-46.0,3.0
4728,870594,Hawaii,2017-06-30,3850,550,Renewed,2017-06-12,S,H,H,ZZ,O,ZZ,Z,Z,386.0,3.0,7.0,-18.0,4.0
4732,873558,Oregon,2017-06-30,4550,650,Renewed,2017-06-30,S,K,H,C,J,C,E,D,988.0,4.0,7.0,0.0,5.0
4733,879483,Oregon,2017-06-30,3850,550,Renewed,2017-07-03,U,F,H,C,D,B,D,A,316.0,1.0,7.0,3.0,5.0
4734,879576,Oregon,2017-06-30,2450,350,Renewed,2017-07-03,U,F,H,C,D,B,D,A,346.0,1.0,7.0,3.0,5.0
4736,879717,Oregon,2017-06-30,3150,450,Renewed,2017-07-03,U,F,H,C,J,B,D,A,380.0,1.0,7.0,3.0,5.0
4737,879756,Oregon,2017-06-30,3500,500,Renewed,2017-07-03,U,F,H,C,J,B,D,A,412.0,1.0,7.0,3.0,5.0
4738,861708,California,2017-06-30,2975,425,Renewed,2017-03-23,T,K,F,C,L,B,D,B,222.0,5.0,7.0,-99.0,2.0
4744,856947,California,2017-06-30,2604,372,Renewed,2016-04-29,S,E,A,B,L,A,G,E,425.0,1.0,7.0,-427.0,11.0
4745,857022,California,2017-06-30,1680,240,Renewed,2017-03-08,U,ZZ,ZZ,ZZ,N,ZZ,ZZ,ZZ,0.0,4.0,7.0,-114.0,2.0
4750,864687,California,2017-06-30,1911,273,Renewed,2016-05-24,U,G,H,C,I,B,D,A,329.0,1.0,7.0,-402.0,11.0
4751,864936,California,2017-06-30,3185,455,Renewed,2017-06-22,T,E,K,B,H,A,E,C,149.0,1.0,7.0,-8.0,4.0
4752,865443,California,2017-06-30,2065,295,Renewed,2017-07-03,T,F,D,D,E,D,E,C,417.0,3.0,7.0,3.0,5.0
4753,865776,California,2017-06-30,4011,573,Renewed,2016-05-24,R,G,H,C,L,B,D,A,223.0,2.0,7.0,-402.0,11.0
4761,853419,California,2017-06-30,5250,750,Renewed,2017-07-03,R,H,H,D,H,D,D,A,738.0,3.0,7.0,3.0,5.0
4762,853455,California,2017-06-30,2198,314,Renewed,2017-07-05,T,A,E,C,L,B,E,D,305.0,4.0,7.0,5.0,5.0
4764,855918,California,2017-06-30,3990,570,Renewed,2017-03-28,T,F,F,C,K,B,E,D,453.0,3.0,7.0,-94.0,2.0
4765,856605,California,2017-06-30,2835,405,Renewed,2016-04-29,U,E,A,B,L,A,G,E,356.0,1.0,7.0,-427.0,11.0
4768,848385,California,2017-06-30,2464,352,Renewed,2017-06-30,S,D,E,B,P,A,G,E,206.0,5.0,7.0,0.0,5.0
4769,845670,California,2017-06-30,2800,400,Renewed,2017-05-22,U,H,H,C,H,C,D,A,320.0,5.0,7.0,-39.0,3.0
4771,848742,California,2017-06-30,1680,240,Renewed,2017-06-23,S,ZZ,ZZ,ZZ,Q,ZZ,ZZ,ZZ,0.0,5.0,7.0,-7.0,4.0
4774,841929,California,2017-06-30,3675,525,Renewed,2017-03-29,S,H,H,B,Q,A,D,A,296.0,5.0,7.0,-93.0,2.0
4776,835395,California,2017-06-30,2800,400,Renewed,2017-06-20,S,D,D,C,Z,A,F,D,76.0,3.0,7.0,-10.0,4.0
4778,830562,California,2017-06-30,1680,240,Renewed,2017-05-30,R,C,E,C,J,C,F,D,45.0,3.0,7.0,-31.0,3.0
4779,830700,California,2017-06-30,2100,300,Renewed,2017-06-13,S,ZZ,ZZ,ZZ,F,ZZ,ZZ,ZZ,0.0,1.0,7.0,-17.0,4.0
4781,830226,California,2017-06-30,1694,242,Renewed,2017-05-16,S,ZZ,ZZ,ZZ,E,ZZ,ZZ,ZZ,0.0,1.0,7.0,-45.0,3.0
4782,832512,California,2017-06-30,2282,326,Renewed,2017-06-20,T,H,E,D,B,D,E,D,502.0,4.0,7.0,-10.0,4.0
4787,822234,California,2017-06-30,3990,570,Renewed,2016-07-13,U,H,H,D,M,C,D,A,571.0,5.0,7.0,-352.0,1.0
4788,822270,California,2017-06-30,1680,240,Renewed,2016-07-13,U,H,H,D,M,C,D,A,938.0,5.0,7.0,-352.0,1.0
4789,822771,California,2017-06-30,4368,624,Renewed,2017-05-26,U,F,E,C,K,B,F,D,603.0,2.0,7.0,-35.0,3.0
4790,822897,California,2017-06-30,2863,409,Renewed,2017-05-26,U,F,E,C,K,B,F,D,271.0,2.0,7.0,-35.0,3.0
4791,823197,California,2017-06-30,8470,1210,Renewed,2014-07-01,U,H,H,B,Q,B,D,A,156.0,5.0,7.0,-1095.0,11.0
4795,824778,California,2017-06-30,3332,476,Renewed,2017-06-30,U,E,F,C,O,B,E,D,475.0,5.0,7.0,0.0,5.0
4796,825690,California,2017-06-30,1680,240,Renewed,2017-05-30,S,ZZ,ZZ,ZZ,Q,ZZ,ZZ,ZZ,0.0,5.0,7.0,-31.0,3.0
4798,828384,California,2017-06-30,4144,592,Renewed,2017-06-21,U,H,H,D,I,C,D,A,758.0,5.0,7.0,-9.0,4.0
4799,827739,California,2017-06-30,4144,592,Renewed,2017-06-21,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,7.0,-9.0,4.0
4800,822063,California,2017-06-30,4830,690,Renewed,2016-07-13,S,H,H,D,P,C,D,A,818.0,5.0,7.0,-352.0,1.0
4801,828234,California,2017-06-30,4144,592,Renewed,2017-06-21,U,H,H,D,D,C,D,A,765.0,5.0,7.0,-9.0,4.0
4802,828540,California,2017-06-30,3423,489,Renewed,2017-07-05,U,E,E,B,Q,A,E,D,176.0,3.0,7.0,5.0,5.0
4806,827877,California,2017-06-30,4144,592,Renewed,2017-06-21,U,H,H,D,B,C,D,A,818.0,4.0,7.0,-9.0,4.0
4807,827937,California,2017-06-30,4144,592,Renewed,2017-06-21,U,H,H,D,B,C,D,A,850.0,4.0,7.0,-9.0,4.0
4808,827994,California,2017-06-30,4879,697,Renewed,2017-06-21,S,H,H,D,K,C,D,A,1261.0,5.0,7.0,-9.0,4.0
4809,828048,California,2017-06-30,4144,592,Renewed,2017-06-21,S,H,H,D,K,C,D,A,732.0,5.0,7.0,-9.0,4.0
4810,828072,California,2017-06-30,4879,697,Renewed,2017-06-21,S,H,H,D,K,C,D,A,311.0,5.0,7.0,-9.0,4.0
4812,819945,California,2017-06-30,4760,680,Renewed,2017-07-05,S,E,H,B,O,B,E,D,124.0,4.0,7.0,5.0,5.0
4814,821778,California,2017-06-30,4375,625,Renewed,2016-07-13,U,H,H,D,G,C,D,A,780.0,2.0,7.0,-352.0,1.0
4815,821820,California,2017-06-30,2975,425,Renewed,2016-07-13,U,H,H,D,J,C,D,A,627.0,5.0,7.0,-352.0,1.0
4816,821889,California,2017-06-30,1680,240,Renewed,2016-07-13,U,H,H,D,M,C,D,A,1079.0,5.0,7.0,-352.0,1.0
4817,821913,California,2017-06-30,10514,1502,Renewed,2016-07-13,U,H,H,D,M,C,D,A,2036.0,5.0,7.0,-352.0,1.0
4818,821946,California,2017-06-30,3500,500,Renewed,2016-07-13,U,H,H,D,M,C,D,A,496.0,5.0,7.0,-352.0,1.0
4831,815451,California,2017-06-30,4137,591,Renewed,2017-07-03,S,H,H,C,I,C,D,A,556.0,3.0,7.0,3.0,5.0
4832,815514,California,2017-06-30,5880,840,Renewed,2017-07-03,S,H,H,C,I,C,D,A,813.0,3.0,7.0,3.0,5.0
4838,767151,Arizona,2017-06-30,4900,700,Renewed,2017-05-09,ZZ,G,A,C,O,B,D,A,262.0,2.0,7.0,-52.0,3.0
