,ID,State,Subscription_End_Date,Expiring_Dollars,Expiring_Students,Renewal_Date,Metro_Code,Apple_Mac_Code,PC_Code,Poverty_Level_Code,Avg_Household_Income,Title_1_Code,Software_budget_per_head,Training_Budget_Per_head,Lunch_Program_Eligible_Students,Affluence_Indicator,Avg_Sell_price,Renew_delay,Days_group,Subscription_Status
19615,3140694,Indiana,2017-09-30,1920,240,ZZ,S,ZZ,ZZ,ZZ,P,ZZ,ZZ,ZZ,0.0,5.0,8.0,999,11.0,Renewed
19616,3023913,North Carolina,2017-09-30,5200,650,ZZ,R,H,H,C,E,B,G,D,476.0,1.0,8.0,999,11.0,Renewed
19617,3180366,Florida,2017-09-30,7472,934,ZZ,S,H,I,C,L,B,G,E,414.0,2.0,8.0,999,11.0,Renewed
19618,3211395,Florida,2017-09-30,5560,695,ZZ,S,H,I,C,H,B,G,E,590.0,1.0,8.0,999,11.0,Renewed
19619,6643116,Pennsylvania,2017-09-30,2400,300,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19620,6607179,Florida,2017-09-30,6000,750,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19621,6543504,Texas,2017-09-30,4120,515,ZZ,S,H,J,B,Q,A,G,E,37.0,5.0,8.0,999,11.0,Renewed
19622,6548883,Texas,2017-09-30,6216,777,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19623,6487590,Texas,2017-09-30,2800,350,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19624,6140058,Texas,2017-09-30,4800,600,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19625,6053652,Alabama,2017-09-30,2960,370,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19626,6184617,Tennessee,2017-09-30,2512,314,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19627,5364465,California,2017-09-30,6200,775,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19628,5374473,Arkansas,2017-09-30,2160,270,ZZ,U,ZZ,ZZ,ZZ,E,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19629,5625756,Texas,2017-09-30,4496,562,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19630,5634399,California,2017-09-30,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19631,5581899,Texas,2017-09-30,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19632,5967525,Arizona,2017-09-30,5640,705,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19633,5646213,Texas,2017-09-30,2496,312,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19634,5898618,Arkansas,2017-09-30,3800,475,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19635,5910531,Texas,2017-09-30,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19636,7001769,North Carolina,2017-09-30,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19637,7037997,Florida,2017-09-30,6976,872,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19638,6981423,Georgia,2017-09-30,8800,1100,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19639,6985398,Alabama,2017-09-30,1984,248,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19641,6821586,Texas,2017-09-30,2600,325,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19642,6829107,Oregon,2017-09-30,1920,240,ZZ,T,ZZ,ZZ,ZZ,G,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19643,6894111,New York,2017-09-30,4240,530,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19644,6897459,Texas,2017-09-30,6216,777,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19645,6670917,Texas,2017-09-30,8160,1020,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19646,6677406,Texas,2017-09-30,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19647,7043340,Nevada,2017-09-30,5040,630,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19648,7081449,California,2017-09-30,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19649,7118406,Texas,2017-09-30,3224,403,ZZ,U,ZZ,ZZ,ZZ,K,ZZ,ZZ,ZZ,0.0,4.0,8.0,999,11.0,Renewed
19650,7118427,Texas,2017-09-30,5608,701,ZZ,S,ZZ,ZZ,ZZ,G,ZZ,ZZ,ZZ,0.0,3.0,8.0,999,11.0,Renewed
19651,7119234,Florida,2017-09-30,3600,450,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19652,7171944,Ohio,2017-09-30,5600,700,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19653,7146444,Texas,2017-09-30,4400,550,ZZ,S,E,I,C,L,B,G,E,525.0,4.0,8.0,999,11.0,Renewed
19654,7441047,Texas,2017-09-30,5600,700,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19655,7260996,Florida,2017-09-30,5664,708,ZZ,T,H,I,C,G,C,G,E,692.0,1.0,8.0,999,11.0,Renewed
19656,7288845,Texas,2017-09-30,2040,255,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19657,7852569,Texas,2017-09-30,3200,400,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19658,7804521,Texas,2017-09-30,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19659,7815378,Texas,2017-09-30,4496,562,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19660,7772832,Texas,2017-09-30,4640,580,ZZ,U,E,H,ZZ,K,ZZ,H,E,284.0,3.0,8.0,999,11.0,Renewed
19661,7781640,Texas,2017-09-30,1920,240,ZZ,R,C,E,C,I,B,D,B,119.0,3.0,8.0,999,11.0,Renewed
19662,7562097,Texas,2017-09-30,5336,667,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19663,7536498,Texas,2017-09-30,2720,340,ZZ,R,A,F,C,N,A,Z,Z,159.0,4.0,8.0,999,11.0,Renewed
19664,7539285,Arizona,2017-09-30,1920,240,ZZ,R,K,F,D,B,D,D,G,49.0,1.0,8.0,999,11.0,Renewed
19665,10201050,Texas,2017-09-30,5224,653,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19666,10090266,Oklahoma,2017-09-30,3600,450,ZZ,R,K,K,B,Q,A,Z,Z,58.0,3.0,8.0,999,11.0,Renewed
19667,10079196,Massachusetts,2017-09-30,5104,638,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19668,10707651,Texas,2017-09-30,2560,320,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19669,10694562,Mississippi,2017-09-30,2000,250,ZZ,T,K,K,ZZ,F,C,Z,Z,0.0,3.0,8.0,999,11.0,Renewed
19670,10457676,Texas,2017-09-30,3888,486,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19671,12760947,Texas,2017-09-30,2816,352,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19672,15261144,Texas,2017-09-30,4568,571,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19673,10751289,New Jersey,2017-09-30,2832,354,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19674,7918794,Alabama,2017-09-30,4536,567,ZZ,U,H,I,C,N,C,G,E,225.0,4.0,8.0,999,11.0,Renewed
19675,7921164,Texas,2017-09-30,3200,400,ZZ,R,H,H,C,Z,B,G,E,207.0,4.0,8.0,999,11.0,Renewed
19676,7958994,Texas,2017-09-30,4816,602,ZZ,U,ZZ,ZZ,ZZ,B,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
19677,7959033,Texas,2017-09-30,3200,400,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19678,7981590,Tennessee,2017-09-30,5600,700,ZZ,ZZ,I,G,ZZ,P,ZZ,G,E,140.0,2.0,8.0,999,11.0,Renewed
19679,8196222,Oklahoma,2017-09-30,2240,280,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19680,8113809,Texas,2017-09-30,5688,711,ZZ,S,F,G,C,N,B,H,E,476.0,4.0,8.0,999,11.0,Renewed
19681,8495955,Texas,2017-09-30,6216,777,ZZ,U,H,H,D,C,D,G,E,621.0,4.0,8.0,999,11.0,Renewed
19682,8625465,Texas,2017-09-30,3872,484,ZZ,S,ZZ,ZZ,ZZ,N,ZZ,ZZ,ZZ,0.0,5.0,8.0,999,11.0,Renewed
19683,8558913,Texas,2017-09-30,3600,450,ZZ,U,H,J,D,K,C,F,C,401.0,5.0,8.0,999,11.0,Renewed
19684,8561481,Tennessee,2017-09-30,4400,550,ZZ,T,H,E,D,I,C,G,D,281.0,1.0,8.0,999,11.0,Renewed
19685,8606736,Nevada,2017-09-30,1920,240,ZZ,T,G,G,C,J,B,E,D,180.0,3.0,8.0,999,11.0,Renewed
19686,8682366,Florida,2017-09-30,3600,450,ZZ,S,I,I,D,H,C,G,E,575.0,1.0,8.0,999,11.0,Renewed
19687,9248373,Texas,2017-09-30,2160,270,ZZ,S,G,H,B,Q,A,G,E,124.0,5.0,8.0,999,11.0,Renewed
19688,9360615,Nevada,2017-09-30,4800,600,ZZ,S,ZZ,ZZ,ZZ,K,ZZ,ZZ,ZZ,0.0,4.0,8.0,999,11.0,Renewed
19689,9738864,Texas,2017-09-30,4416,552,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19690,10007217,Illinois,2017-09-30,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19691,9814227,Florida,2017-09-30,1920,240,ZZ,S,K,K,C,G,C,Z,Z,39.0,2.0,8.0,999,11.0,Renewed
19692,1112760,Texas,2017-10-31,3144,393,ZZ,T,K,E,C,I,C,E,C,202.0,4.0,8.0,999,11.0,Renewed
19693,1113018,Texas,2017-10-31,6200,775,ZZ,S,G,I,C,E,C,G,E,768.0,4.0,8.0,999,11.0,Renewed
19694,1113111,Texas,2017-10-31,1920,240,ZZ,S,D,F,D,Z,D,G,E,114.0,4.0,8.0,999,11.0,Renewed
19695,1113345,Colorado,2017-10-31,2056,257,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19696,970968,Indiana,2017-10-31,2360,295,ZZ,R,D,D,C,J,B,Z,Z,132.0,2.0,8.0,999,11.0,Renewed
19697,1028214,California,2017-10-31,5200,650,ZZ,S,H,F,C,J,B,D,A,605.0,2.0,8.0,999,11.0,Renewed
19698,901995,Alaska,2017-10-31,3600,450,ZZ,T,H,H,B,O,B,D,A,172.0,5.0,8.0,999,11.0,Renewed
19699,902085,Alaska,2017-10-31,3320,415,ZZ,R,H,H,B,Z,B,D,A,271.0,5.0,8.0,999,11.0,Renewed
19700,914700,Texas,2017-10-31,4864,608,ZZ,U,H,H,D,H,C,G,E,461.0,3.0,8.0,999,11.0,Renewed
19701,919089,Arizona,2017-10-31,3200,400,ZZ,U,G,G,C,M,B,D,A,309.0,3.0,8.0,999,11.0,Renewed
19702,920283,California,2017-10-31,6040,755,ZZ,S,E,H,C,P,B,D,A,426.0,4.0,8.0,999,11.0,Renewed
19703,921555,California,2017-10-31,1920,240,ZZ,S,A,E,C,Q,C,E,C,168.0,5.0,8.0,999,11.0,Renewed
19704,1124373,California,2017-10-31,4000,500,ZZ,S,H,H,C,M,C,D,A,408.0,4.0,8.0,999,11.0,Renewed
19705,897864,Washington,2017-10-31,1920,240,ZZ,R,C,C,C,L,C,E,C,12.0,4.0,8.0,999,11.0,Renewed
19706,890883,Washington,2017-10-31,2800,350,ZZ,S,H,F,B,P,A,E,D,149.0,3.0,8.0,999,11.0,Renewed
19707,880653,Oregon,2017-10-31,1920,240,ZZ,U,ZZ,ZZ,ZZ,K,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
19708,882027,Oregon,2017-10-31,2312,289,ZZ,T,F,F,C,J,B,H,B,190.0,1.0,8.0,999,11.0,Renewed
19709,863301,California,2017-10-31,3840,480,ZZ,U,G,I,D,B,C,D,A,604.0,1.0,8.0,999,11.0,Renewed
19710,867792,California,2017-10-31,2200,275,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19711,866934,California,2017-10-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19712,867459,California,2017-10-31,1920,240,ZZ,R,E,F,C,G,B,G,E,80.0,2.0,8.0,999,11.0,Renewed
19713,852240,California,2017-10-31,3000,375,ZZ,U,E,G,B,Q,A,E,D,207.0,4.0,8.0,999,11.0,Renewed
19714,823461,California,2017-10-31,4800,600,ZZ,S,H,H,C,L,C,D,A,720.0,4.0,8.0,999,11.0,Renewed
19717,839568,California,2017-10-31,3456,432,ZZ,S,E,G,C,P,B,D,C,483.0,5.0,8.0,999,11.0,Renewed
19718,843879,California,2017-10-31,4800,600,ZZ,S,E,H,C,L,B,D,A,535.0,3.0,8.0,999,11.0,Renewed
19719,843990,California,2017-10-31,4800,600,ZZ,S,E,H,C,L,B,D,A,669.0,3.0,8.0,999,11.0,Renewed
19720,834267,California,2017-10-31,1920,240,ZZ,U,ZZ,ZZ,ZZ,I,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
19721,833829,California,2017-10-31,4200,525,ZZ,U,H,I,C,O,B,D,A,334.0,4.0,8.0,999,11.0,Renewed
19722,831597,California,2017-10-31,4000,500,ZZ,S,H,I,C,O,B,D,A,323.0,4.0,8.0,999,11.0,Renewed
19723,831645,California,2017-10-31,3800,475,ZZ,S,H,I,C,F,B,D,A,476.0,1.0,8.0,999,11.0,Renewed
19724,831273,California,2017-10-31,2240,280,ZZ,R,D,E,C,F,D,E,D,98.0,5.0,8.0,999,11.0,Renewed
19725,830457,California,2017-10-31,3664,458,ZZ,S,B,F,B,O,A,E,D,365.0,2.0,8.0,999,11.0,Renewed
19727,827466,California,2017-10-31,1920,240,ZZ,T,C,A,C,E,A,Z,Z,156.0,1.0,8.0,999,11.0,Renewed
19728,808203,California,2017-10-31,6400,800,ZZ,S,H,F,C,K,B,D,A,722.0,3.0,8.0,999,11.0,Renewed
19729,807936,California,2017-10-31,3600,450,ZZ,S,H,F,C,J,B,D,A,267.0,2.0,8.0,999,11.0,Renewed
19730,801057,California,2017-10-31,5160,645,ZZ,S,F,H,C,K,C,D,A,621.0,4.0,8.0,999,11.0,Renewed
19731,802344,California,2017-10-31,2960,370,ZZ,S,F,G,D,E,C,E,D,512.0,2.0,8.0,999,11.0,Renewed
19732,797049,California,2017-10-31,2920,365,ZZ,S,E,D,B,Q,A,E,D,86.0,3.0,8.0,999,11.0,Renewed
19733,795588,California,2017-10-31,5600,700,ZZ,U,F,G,D,P,C,E,D,703.0,5.0,8.0,999,11.0,Renewed
19734,782157,Nevada,2017-10-31,1920,240,ZZ,R,C,F,B,M,A,E,D,0.0,2.0,8.0,999,11.0,Renewed
19735,791793,California,2017-10-31,4000,500,ZZ,S,G,G,B,Q,A,E,D,207.0,3.0,8.0,999,11.0,Renewed
19736,791835,California,2017-10-31,2784,348,ZZ,S,G,G,B,N,A,E,D,254.0,3.0,8.0,999,11.0,Renewed
19737,781884,Nevada,2017-10-31,3760,470,ZZ,U,J,J,C,K,B,D,A,342.0,4.0,8.0,999,11.0,Renewed
19738,781140,Nevada,2017-10-31,6400,800,ZZ,U,J,J,C,I,B,D,A,634.0,3.0,8.0,999,11.0,Renewed
19739,777111,New Mexico,2017-10-31,1920,240,ZZ,ZZ,E,E,D,D,C,E,C,67.0,1.0,8.0,999,11.0,Renewed
19740,773397,New Mexico,2017-10-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,Z,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
19741,771468,Arizona,2017-10-31,1920,240,ZZ,R,ZZ,ZZ,ZZ,A,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19742,753576,Idaho,2017-10-31,2632,329,ZZ,U,ZZ,ZZ,ZZ,I,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
19743,757566,Utah,2017-10-31,3560,445,ZZ,U,G,H,C,Q,B,D,A,100.0,4.0,8.0,999,11.0,Renewed
19744,768909,Arizona,2017-10-31,2800,350,ZZ,U,C,G,B,Z,B,E,C,171.0,3.0,8.0,999,11.0,Renewed
19746,764124,Arizona,2017-10-31,1920,240,ZZ,U,ZZ,ZZ,ZZ,H,ZZ,ZZ,ZZ,0.0,3.0,8.0,999,11.0,Renewed
19747,725373,Texas,2017-10-31,1920,240,ZZ,R,K,D,C,M,A,E,C,83.0,5.0,8.0,999,11.0,Renewed
19748,718977,Texas,2017-10-31,3800,475,ZZ,T,C,G,C,I,B,G,D,307.0,5.0,8.0,999,11.0,Renewed
19749,717024,Texas,2017-10-31,2240,280,ZZ,S,D,F,D,Z,D,G,E,311.0,4.0,8.0,999,11.0,Renewed
19750,717426,Texas,2017-10-31,3608,451,ZZ,S,F,I,D,C,C,G,E,450.0,3.0,8.0,999,11.0,Renewed
19751,717486,Texas,2017-10-31,3608,451,ZZ,S,F,I,D,C,C,G,E,710.0,3.0,8.0,999,11.0,Not Renewed
19752,717516,Texas,2017-10-31,3608,451,ZZ,S,F,I,D,C,C,G,E,525.0,3.0,8.0,999,11.0,Renewed
19753,717552,Texas,2017-10-31,3608,451,ZZ,S,F,I,D,C,C,G,E,653.0,3.0,8.0,999,11.0,Renewed
19754,717681,Texas,2017-10-31,4400,550,ZZ,S,F,E,D,Z,D,G,D,536.0,5.0,8.0,999,11.0,Renewed
19755,718005,Texas,2017-10-31,3608,451,ZZ,S,F,I,D,E,C,G,E,510.0,3.0,8.0,999,11.0,Renewed
19756,718044,Texas,2017-10-31,3608,451,ZZ,S,F,I,D,E,C,G,E,622.0,3.0,8.0,999,11.0,Renewed
19757,712020,Texas,2017-10-31,3728,466,ZZ,U,H,H,D,A,D,G,E,535.0,4.0,8.0,999,11.0,Renewed
19758,715470,Texas,2017-10-31,3608,451,ZZ,S,F,I,D,C,C,G,E,648.0,3.0,8.0,999,11.0,Renewed
19759,715518,Texas,2017-10-31,3608,451,ZZ,S,F,I,D,C,C,G,E,564.0,3.0,8.0,999,11.0,Renewed
19760,707484,Texas,2017-10-31,4864,608,ZZ,U,H,H,D,O,C,G,E,367.0,5.0,8.0,999,11.0,Renewed
19761,711303,Texas,2017-10-31,3728,466,ZZ,U,H,H,D,B,D,G,E,590.0,4.0,8.0,999,11.0,Renewed
19762,706623,Texas,2017-10-31,2000,250,ZZ,R,K,H,C,L,B,H,E,182.0,5.0,8.0,999,11.0,Renewed
19763,706821,Texas,2017-10-31,1920,240,ZZ,T,ZZ,ZZ,ZZ,O,ZZ,ZZ,ZZ,0.0,5.0,8.0,999,11.0,Renewed
19764,726339,Texas,2017-10-31,2224,278,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19765,738213,Colorado,2017-10-31,1920,240,ZZ,R,D,F,B,N,A,F,D,168.0,4.0,8.0,999,11.0,Renewed
19766,731895,Texas,2017-10-31,1920,240,ZZ,U,ZZ,ZZ,ZZ,H,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
19767,748923,Wyoming,2017-10-31,2400,300,ZZ,R,F,D,B,N,B,E,C,72.0,5.0,8.0,999,11.0,Renewed
19768,626409,Louisiana,2017-10-31,2560,320,ZZ,T,K,E,D,C,D,E,C,576.0,4.0,8.0,999,11.0,Not Renewed
19769,629670,Louisiana,2017-10-31,3600,450,ZZ,T,F,H,D,F,D,G,D,444.0,4.0,8.0,999,11.0,Renewed
19770,649467,Arkansas,2017-10-31,1920,240,ZZ,R,K,E,C,F,C,E,C,117.0,1.0,8.0,999,11.0,Renewed
19771,649056,Arkansas,2017-10-31,1920,240,ZZ,U,ZZ,ZZ,ZZ,I,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
19772,655587,Oklahoma,2017-10-31,3080,385,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19773,637524,Louisiana,2017-10-31,4072,509,ZZ,S,H,H,C,J,B,G,E,146.0,5.0,8.0,999,11.0,Renewed
19774,637584,Louisiana,2017-10-31,2400,300,ZZ,ZZ,H,H,C,E,B,G,E,123.0,3.0,8.0,999,11.0,Renewed
19775,639534,Louisiana,2017-10-31,3376,422,ZZ,T,K,G,D,D,C,D,B,286.0,3.0,8.0,999,11.0,Renewed
19776,686970,Texas,2017-10-31,2080,260,ZZ,R,D,D,B,I,A,Z,Z,123.0,4.0,8.0,999,11.0,Renewed
19777,693681,Texas,2017-10-31,6400,800,ZZ,U,G,I,C,I,C,G,E,787.0,4.0,8.0,999,11.0,Renewed
19778,690207,Texas,2017-10-31,2240,280,ZZ,T,E,H,C,E,C,G,D,245.0,2.0,8.0,999,11.0,Renewed
19779,690885,Texas,2017-10-31,1920,240,ZZ,R,A,E,B,Z,A,E,C,60.0,2.0,8.0,999,11.0,Renewed
19780,706473,Texas,2017-10-31,2104,263,ZZ,R,K,F,B,Z,A,E,C,87.0,2.0,8.0,999,11.0,Renewed
19781,702834,Texas,2017-10-31,1920,240,ZZ,R,C,E,C,Z,B,F,C,194.0,5.0,8.0,999,11.0,Renewed
19782,700800,Texas,2017-10-31,4600,575,ZZ,S,G,I,C,H,C,G,E,704.0,4.0,8.0,999,11.0,Renewed
19783,700866,Texas,2017-10-31,3600,450,ZZ,S,G,I,C,H,C,G,E,442.0,4.0,8.0,999,11.0,Renewed
19784,700914,Texas,2017-10-31,3840,480,ZZ,S,G,I,C,I,C,G,E,361.0,4.0,8.0,999,11.0,Renewed
19785,700995,Texas,2017-10-31,6800,850,ZZ,S,G,I,C,G,C,G,E,741.0,3.0,8.0,999,11.0,Renewed
19786,701085,Texas,2017-10-31,3800,475,ZZ,S,G,I,C,O,C,G,E,240.0,5.0,8.0,999,11.0,Renewed
19787,701160,Texas,2017-10-31,3600,450,ZZ,S,G,I,C,C,C,G,E,486.0,2.0,8.0,999,11.0,Renewed
19788,696114,Texas,2017-10-31,8400,1050,ZZ,U,G,I,C,M,C,G,E,715.0,5.0,8.0,999,11.0,Renewed
19789,696150,Texas,2017-10-31,8400,1050,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
19790,695316,Texas,2017-10-31,4800,600,ZZ,U,G,I,C,J,C,G,E,795.0,4.0,8.0,999,11.0,Renewed
19791,697935,Texas,2017-10-31,3728,466,ZZ,S,E,H,C,K,B,G,C,492.0,5.0,8.0,999,11.0,Renewed
19792,663189,Oklahoma,2017-10-31,2000,250,ZZ,R,B,E,C,D,C,E,C,94.0,3.0,8.0,999,11.0,Renewed
19793,663246,Oklahoma,2017-10-31,4792,599,ZZ,R,G,G,C,C,C,E,C,360.0,2.0,8.0,999,11.0,Renewed
19794,657318,Oklahoma,2017-10-31,1920,240,ZZ,R,K,D,C,I,C,E,C,35.0,4.0,8.0,999,11.0,Renewed
19795,661092,Oklahoma,2017-10-31,1920,240,ZZ,T,ZZ,ZZ,ZZ,I,ZZ,ZZ,ZZ,0.0,4.0,8.0,999,11.0,Renewed
19796,677397,Texas,2017-10-31,1920,240,ZZ,R,ZZ,ZZ,ZZ,K,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
19797,672108,Texas,2017-10-31,2800,350,ZZ,U,I,J,D,N,D,G,E,383.0,5.0,8.0,999,11.0,Renewed
19798,670341,Texas,2017-10-31,2312,289,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
19799,668739,Texas,2017-10-31,4000,500,ZZ,T,A,F,B,J,A,E,C,192.0,3.0,8.0,999,11.0,Renewed
